player,position,age,team,month,year,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Kenneth Lofton Jr.,PF,21,MEM,December,2023,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1,0.533,0.1,0.9,1,0.9,0.2,0.2,0.4,1,2.6
Kenrich Williams,PF,29,OKC,December,2023,17,0,15.3,2.1,3.9,0.522,0.9,1.9,0.485,1.1,2,0.559,0.642,0.2,0.6,0.3,0.7,2,2.7,1.8,0.5,0.2,0.2,1.8,5.2
Kentavious Caldwell-Pope,SG,30,DEN,December,2023,30,30,32.6,3.6,7.8,0.455,1.5,3.6,0.421,2.1,4.3,0.484,0.551,1.5,1.7,0.902,0.4,1.7,2.2,2.6,1.5,0.6,1,1.9,10.2
Keon Ellis,SG,24,SAC,December,2023,21,3,13.9,1.4,3.4,0.408,1,2.9,0.35,0.4,0.5,0.727,0.556,0.5,0.8,0.647,0.3,1.2,1.5,1.5,0.6,0.5,0.6,1.5,4.3
Kessler Edwards,SF,23,SAC,December,2023,23,0,5.1,0.6,1.4,0.406,0.3,0.9,0.35,0.3,0.5,0.5,0.516,0,0.1,0.5,0.1,0.7,0.8,0.3,0.1,0.1,0,0.4,1.5
Kevin Durant,PF,35,PHO,December,2023,25,25,36.8,10.4,20.2,0.518,2.1,4.5,0.469,8.3,15.6,0.532,0.57,7.3,8.3,0.875,0.4,5.8,6.2,5.5,0.8,1.1,3.6,1.8,30.3
Kevin Huerter,SG,25,SAC,December,2023,27,27,25.1,4,9.4,0.431,2,5.7,0.357,2,3.7,0.545,0.54,0.7,0.9,0.783,0.6,3.3,3.9,2.7,0.7,0.3,0.7,2.3,10.8
Kevin Knox,SF,24,DET,December,2023,11,2,15.8,2.5,4.9,0.519,1.2,2.6,0.448,1.4,2.3,0.6,0.639,0.5,0.5,0.833,0.5,1.8,2.3,0.5,0.5,0.2,0.8,1.5,6.7
Kevin Love,PF,35,MIA,December,2023,23,5,18.7,2.9,6.8,0.427,1.9,5.1,0.368,1,1.7,0.6,0.564,1.7,2,0.809,0.9,5.9,6.7,2.6,0.4,0.1,0.7,1.8,9.3
Kevon Looney,C,27,GSW,December,2023,30,27,21.4,2.2,3.9,0.568,0,0,0,2.2,3.9,0.568,0.568,0.9,1.2,0.722,2.6,5.1,7.8,2.7,0.7,0.3,0.9,2.4,5.3
Keyontae Johnson,SF,23,OKC,December,2023,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keyonte George,PG,20,UTA,December,2023,24,16,25.8,3.5,9.6,0.361,1.6,5.1,0.32,1.8,4.5,0.407,0.446,2.4,3,0.781,0.5,2.5,3,5,0.5,0.1,2.3,1.1,10.9
Khris Middleton,SF,32,MIL,December,2023,25,25,24.1,5.4,11.2,0.479,1.6,4.2,0.368,3.8,7,0.546,0.548,1.5,1.8,0.826,0.7,4,4.7,4.2,0.8,0.1,1.9,2.2,13.8
Killian Hayes,PG,22,DET,December,2023,25,21,26.4,3.6,8.6,0.425,0.7,2.4,0.305,2.9,6.2,0.471,0.467,1.1,1.6,0.7,0.4,2.7,3.1,4.4,1,0.6,1.1,1.9,9.1
Kira Lewis Jr.,PG,22,NOP,December,2023,13,0,10.1,1.2,3.6,0.319,0.2,1.3,0.118,1,2.3,0.433,0.34,0.6,0.7,0.889,0.2,0.6,0.8,1.4,0.4,0.1,0.5,0.6,3.1
KJ Martin,SF,23,TOT,December,2023,18,0,6.6,0.8,1.6,0.483,0.1,0.3,0.167,0.7,1.3,0.565,0.5,0.2,0.4,0.5,0.3,0.6,0.9,0.6,0.5,0.1,0.3,0.9,1.8
KJ Martin,SF,23,LAC,December,2023,2,0,15.5,2,5,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,1,1.5,5
KJ Martin,SF,23,PHI,December,2023,16,0,5.5,0.6,1.2,0.526,0,0.1,0,0.6,1.1,0.556,0.526,0.2,0.4,0.5,0.3,0.6,0.8,0.6,0.4,0,0.2,0.9,1.4
Klay Thompson,SF,33,GSW,December,2023,29,29,30.5,6,14.1,0.426,3.3,8.6,0.383,2.7,5.5,0.494,0.543,2,2.2,0.908,0.6,3.3,3.9,2.1,0.5,0.5,1.8,2,17.3
Kobe Brown,PF,24,LAC,December,2023,19,0,10.5,0.9,2.4,0.4,0.5,1.6,0.333,0.4,0.8,0.533,0.511,0.1,0.1,0.5,0.3,1.3,1.6,0.6,0.2,0.2,0.2,1.8,2.5
Kobe Bufkin,SG,20,ATL,December,2023,2,0,2,0,1.5,0,0,0.5,0,0,1,0,0,0.5,1,0.5,0.5,0.5,1,0,0,0,0,0,0.5
Kris Dunn,PG,29,UTA,December,2023,22,4,15.8,2.2,4.8,0.467,0.5,1.5,0.375,1.7,3.3,0.507,0.524,0.4,0.6,0.643,0.5,2.1,2.7,3.5,0.6,0.2,1.3,1.6,5.4
Kris Murray,SF,23,POR,December,2023,14,0,10.6,0.9,2.7,0.342,0.6,1.7,0.333,0.4,1,0.357,0.447,0.2,0.4,0.6,0.6,1.1,1.8,0.5,0.8,0.1,0.1,0.9,2.6
Kristaps Porziņģis,C,28,BOS,December,2023,21,21,30.4,6.6,12.4,0.533,1.8,5.1,0.343,4.9,7.3,0.667,0.603,4.6,5.6,0.821,1.6,5.5,7.1,1.7,0.8,1.8,1.7,3,19.6
Kyle Anderson,PF,30,MIN,December,2023,28,1,23.2,2.7,5.9,0.461,0.1,0.8,0.095,2.6,5.1,0.514,0.467,1.4,2,0.702,0.8,2.8,3.6,4,0.8,0.8,1.5,1.5,6.9
Kyle Kuzma,PF,28,WAS,December,2023,28,28,31.1,8.9,18.9,0.468,2.4,6.5,0.361,6.5,12.4,0.524,0.53,2.9,3.8,0.764,0.9,5.4,6.2,4.2,0.3,0.6,2.5,2,23
Kyle Lowry,PG,37,MIA,December,2023,28,28,29.3,3.1,6.8,0.461,2,4.6,0.438,1.1,2.2,0.508,0.61,1.1,1.3,0.833,0.7,3,3.7,4.1,1.1,0.4,1.4,2.7,9.4
Kyrie Irving,SG,31,DAL,December,2023,17,17,31.8,8.6,18.2,0.471,2.5,6.6,0.384,6.1,11.6,0.52,0.54,3.3,3.6,0.903,0.6,3.4,3.9,5.2,1.2,0.3,1.4,1.8,23
Lamar Stevens,PF,26,BOS,December,2023,11,1,4.8,1,1.9,0.524,0.2,0.5,0.333,0.8,1.4,0.6,0.571,0.3,0.4,0.75,0.5,0.5,1.1,0.4,0.4,0.3,0.4,0.9,2.5
LaMelo Ball,PG,22,CHO,December,2023,15,15,33.4,8.8,19.9,0.443,3.5,8.9,0.388,5.3,10.9,0.488,0.53,3.6,4.2,0.857,1.5,3.9,5.5,8.2,1.4,0.3,3.9,3.5,24.7
Landry Shamet,SG,26,WAS,December,2023,16,0,16.6,3,6.4,0.466,1.5,3.8,0.393,1.5,2.6,0.571,0.583,0.3,0.7,0.455,0.1,1.2,1.3,1.4,0.6,0.1,0.6,2.1,7.8
Larry Nance Jr.,C,31,NOP,December,2023,14,0,15.1,1.5,3,0.5,0.2,0.8,0.273,1.3,2.2,0.581,0.536,0.3,0.6,0.5,1.3,2.9,4.1,0.7,0.6,0.3,0.9,1.4,3.5
Lauri Markkanen,PF,26,UTA,December,2023,20,20,33.4,8.1,16.6,0.489,3.2,8.3,0.382,5,8.3,0.596,0.585,4.3,5.1,0.851,2.1,6.5,8.6,1.5,1,0.7,1.3,2.2,23.7
Leaky Black,SF,24,CHO,December,2023,7,0,5.7,0.7,1.1,0.625,0.1,0.3,0.5,0.6,0.9,0.667,0.688,0,0,0,0.3,0.7,1,0.6,0.3,0.4,0.1,0.3,1.6
LeBron James,PF,39,LAL,December,2023,28,28,34.3,9.4,17.4,0.539,2.3,5.5,0.413,7.1,11.9,0.598,0.605,4.3,5.8,0.742,1,6.8,7.8,7.3,1.5,0.7,3.4,1,25.4
Leonard Miller,SF,20,MIN,December,2023,3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,2,2,0.3,0,0,0,0.3,0.7
Lester Quinones,SG,23,GSW,December,2023,3,0,5,1,3,0.333,0.7,2,0.333,0.3,1,0.333,0.444,0,0,0,0,1,1,0.3,0,0,0.7,0.7,2.7
Lindell Wigginton,PG,25,MIL,December,2023,3,0,2.7,0.7,1.7,0.4,0,0.7,0,0.7,1,0.667,0.4,0.7,0.7,1,0,0,0,0,0,0,0.3,0.3,2
Lindy Waters III,SG,26,OKC,December,2023,9,0,7.8,1,2.4,0.409,0.9,2.3,0.381,0.1,0.1,1,0.591,0,0,0,0.1,0.6,0.7,0.7,0,0.1,0,0.7,2.9
Lonnie Walker IV,SG,25,BRK,December,2023,17,0,21.3,5.2,10.6,0.489,2.6,5.6,0.463,2.6,5,0.518,0.611,1.7,2.2,0.763,0.2,2.5,2.6,1.6,0.6,0.4,1.5,0.9,14.6
Luguentz Dort,SF,24,OKC,December,2023,26,26,28.2,3.6,8,0.454,1.8,4.3,0.407,1.8,3.6,0.511,0.565,2,2.4,0.825,1.3,2.7,4,1.3,0.8,0.8,0.9,2.9,11
Luka Šamanić,PF,24,UTA,December,2023,13,0,7,1.4,3.5,0.391,0.4,1.5,0.263,1,2.1,0.481,0.446,0.3,0.3,1,0.3,2,2.3,0.2,0.1,0.2,0.5,0.8,3.5
Luka Dončić,PG,24,DAL,December,2023,28,28,37.1,11.4,23.4,0.489,4,10.4,0.387,7.4,12.9,0.572,0.576,6.6,8.5,0.785,0.9,7.6,8.5,9.4,1.4,0.6,4,1.8,33.5
Luka Garza,C,25,MIN,December,2023,6,0,3,0.7,2,0.333,0,0.5,0,0.7,1.5,0.444,0.333,0.8,1.3,0.625,0.5,0.7,1.2,0.3,0,0,0.2,1,2.2
Luke Kennard,SG,27,MEM,December,2023,8,0,21.5,2.6,7.3,0.362,2.1,5.8,0.37,0.5,1.5,0.333,0.509,0.9,0.9,1,0.4,2.5,2.9,2,0.6,0.1,0.6,0.5,8.3
Luke Kornet,C,28,BOS,December,2023,17,0,12.9,1.9,2.5,0.744,0,0,0,1.9,2.5,0.744,0.744,0.6,0.7,0.833,1.5,1.8,3.3,0.6,0.5,0.8,0.4,1.1,4.4
Malachi Flynn,PG,25,TOR,December,2023,29,0,16,1.9,4.6,0.403,0.9,2.7,0.338,1,2,0.491,0.5,0.6,0.8,0.773,0.4,1.8,2.2,2.5,0.6,0.2,1.1,1.4,5.2
Malaki Branham,SG,20,SAS,December,2023,28,16,22.5,3.8,8.5,0.45,1,3.3,0.312,2.8,5.2,0.538,0.511,0.5,0.6,0.938,0.2,1.7,1.9,2.5,0.4,0.1,1.3,1.4,9.2
Malcolm Brogdon,PG,31,POR,December,2023,21,12,27.8,5.6,13,0.427,2,5.2,0.382,3.6,7.8,0.457,0.504,2,2.7,0.768,0.8,2.8,3.6,5.7,0.9,0.2,1.5,1.4,15.2
Malcolm Cazalon,SG,22,DET,December,2023,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Beasley,SG,27,MIL,December,2023,28,28,29.8,4.2,8.8,0.478,2.8,6.2,0.454,1.4,2.5,0.535,0.639,0.3,0.4,0.667,0.7,3.7,4.4,1.5,0.9,0.1,0.6,2,11.5
Malik Monk,SG,25,SAC,December,2023,27,0,25,4.7,11,0.429,2.6,6.3,0.412,2.1,4.7,0.452,0.547,2.3,2.6,0.886,0.4,2.1,2.6,5.2,0.6,0.6,2.2,1.7,14.3
Marcus Morris,PF,34,PHI,December,2023,21,4,14.4,2.1,4.3,0.489,1,2,0.5,1.1,2.3,0.479,0.606,0.3,0.3,1,0.4,2.1,2.5,0.8,0.3,0.3,0.3,1.7,5.5
Marcus Sasser,PG,23,DET,December,2023,28,0,16.5,2.9,6,0.479,1.2,2.9,0.42,1.7,3.1,0.534,0.58,0.6,0.7,0.895,0.1,1.6,1.7,2.4,0.6,0.2,0.9,1.5,7.6
Marcus Smart,PG,29,MEM,December,2023,11,11,29.9,4.6,10.8,0.429,1.6,5.5,0.295,3,5.3,0.569,0.504,1.5,1.9,0.81,0.3,2.2,2.5,5,2,0.4,3.4,3.2,12.5
MarJon Beauchamp,SF,23,MIL,December,2023,26,1,15.1,1.8,3.6,0.489,0.7,1.6,0.439,1.1,2,0.528,0.585,0.4,0.7,0.611,0.5,1.8,2.4,0.7,0.3,0.2,0.7,1.5,4.7
Mark Williams,C,22,CHO,December,2023,19,19,26.7,5.2,7.9,0.649,0,0,0,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
Markelle Fultz,PG,25,ORL,December,2023,5,5,28.6,5.4,11.2,0.482,0,0.6,0,5.4,10.6,0.509,0.482,0.6,0.8,0.75,1.6,1.8,3.4,4,1.2,0.4,1.2,1.2,11.4
Markieff Morris,PF,34,DAL,December,2023,12,1,10.4,1.2,3.5,0.333,0.7,2.3,0.296,0.5,1.3,0.4,0.429,0.1,0.2,0.5,0.3,1.7,2,0.8,0.3,0.1,0.6,0.8,3.1
Markquis Nowell,SG,24,TOR,December,2023,1,0,4,0,1,0,0,0,0,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2
Marques Bolden,C,25,MIL,December,2023,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0
Marvin Bagley III,C,24,DET,December,2023,24,10,19,4.3,7.2,0.59,0,0.3,0.167,4.2,7,0.605,0.592,2,2.4,0.825,1.9,2.9,4.8,1,0.1,0.6,1.2,1.6,10.5
Mason Plumlee,C,33,LAC,December,2023,6,0,17,2,3.2,0.632,0,0,0,2,3.2,0.632,0.632,1,2.3,0.429,1.3,4.2,5.5,1,0.7,0.2,0.8,1,5
Matisse Thybulle,SF,26,POR,December,2023,28,12,23.2,2.1,4.8,0.444,1.5,3.8,0.393,0.6,1,0.643,0.6,0.3,0.4,0.8,0.5,1.6,2.1,1.1,1.7,0.9,0.6,1.1,6.1
Matt Ryan,SF,26,NOP,December,2023,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Max Christie,SG,20,LAL,December,2023,22,6,16.5,1.6,4.2,0.387,0.6,2,0.302,1,2.3,0.46,0.457,0.5,0.6,0.714,0.1,2.3,2.5,1,0.4,0.2,0.7,1.4,4.3
Max Strus,SF,27,CLE,December,2023,30,30,34.7,5,12.5,0.404,2.9,8.3,0.348,2.1,4.1,0.516,0.52,1.3,1.6,0.796,0.7,4.4,5.1,3.9,0.9,0.5,1.7,2.9,14.3
Maxi Kleber,C,32,DAL,December,2023,5,1,18,0.8,3.2,0.25,0.6,1.8,0.333,0.2,1.4,0.143,0.344,1.2,2,0.6,0.8,3.4,4.2,2,0.2,0.2,0.8,1.6,3.4
Maxwell Lewis,SF,21,LAL,December,2023,12,0,4.4,0.1,0.8,0.111,0.1,0.3,0.333,0,0.5,0,0.167,0,0,0,0.1,0.2,0.3,0.3,0.2,0,0.4,0.2,0.3
Micah Potter,PF,25,UTA,December,2023,2,0,3.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Michael Porter Jr.,SF,25,DEN,December,2023,32,32,31.5,6.4,13.5,0.473,2.8,7.1,0.395,3.6,6.3,0.562,0.578,1,1.3,0.738,1.5,6.2,7.7,1.5,0.5,0.8,1.1,2,16.5
Mikal Bridges,SF,27,BRK,December,2023,29,29,34.5,7.7,16.8,0.459,2.1,5.7,0.367,5.6,11.1,0.506,0.522,4.1,4.8,0.856,1.1,4.3,5.4,3.9,0.9,0.4,2.4,1.7,21.7
Mike Conley,PG,36,MIN,December,2023,28,28,29.5,3.9,8.3,0.464,2.3,5.2,0.445,1.5,3.1,0.494,0.603,1.4,1.5,0.952,0.4,2.5,2.9,6.3,1,0.1,1.2,1.6,11.5
Mike Muscala,C,32,WAS,December,2023,16,2,13,1.1,3.1,0.367,0.4,1.7,0.259,0.7,1.4,0.5,0.439,0.9,1.1,0.778,0.6,1.9,2.6,0.9,0.3,0.3,0.7,1.3,3.6
Miles Bridges,SF,25,CHO,December,2023,16,14,36.3,7.4,16.2,0.459,1.8,5.8,0.312,5.6,10.4,0.542,0.515,3.1,3.6,0.86,1,6,7,2.4,1.4,0.4,1.6,2.2,19.8
Miles McBride,PG,23,NYK,December,2023,18,0,4.6,0.7,1.4,0.5,0.4,0.9,0.412,0.3,0.5,0.667,0.635,0.1,0.1,0.5,0.1,0.2,0.3,0.4,0.3,0,0,0.6,1.9
Mitchell Robinson,C,25,NYK,December,2023,21,21,29.2,2.8,4.7,0.592,0,0,0,2.8,4.7,0.592,0.592,0.7,1.8,0.368,5.3,5,10.3,0.7,1.5,1.3,1,1.9,6.2
Mo Bamba,C,25,PHI,December,2023,16,0,7.3,1.7,2.8,0.6,0.5,0.8,0.615,1.2,2,0.594,0.689,0.6,0.8,0.692,1.1,1.4,2.6,0.4,0.2,0.6,0.5,0.9,4.4
Moritz Wagner,C,26,ORL,December,2023,28,0,19.1,4.7,7.5,0.624,0.5,1.6,0.333,4.1,5.9,0.703,0.66,2,2.5,0.775,1.6,2.6,4.2,1.2,0.5,0.4,1.4,2.4,11.9
Moses Brown,C,24,POR,December,2023,5,0,7,1.2,2.4,0.5,0,0,0,1.2,2.4,0.5,0.5,0,0.4,0,1.6,2,3.6,0.2,0.2,0.2,0.2,0.4,2.4
Moses Moody,SG,21,GSW,December,2023,30,4,18.2,2.9,6.2,0.476,1,3,0.337,1.9,3.2,0.604,0.557,1.3,1.7,0.76,1.2,2,3.2,0.9,0.7,0.3,0.8,1.4,8.1
Mouhamed Gueye,PF,21,ATL,December,2023,2,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
Moussa Diabaté,C,22,LAC,December,2023,9,0,6.1,1,2,0.5,0,0,0,1,2,0.5,0.5,1,1.3,0.75,1.6,0.6,2.1,0.4,0.4,0,0.2,0.4,3
Myles Turner,C,27,IND,December,2023,27,27,27.5,6.1,12,0.514,1.3,4.1,0.327,4.8,7.9,0.61,0.57,3.5,4.3,0.803,1.9,5.7,7.6,1.2,0.6,2.2,1.4,3.1,17.1
Naji Marshall,SF,26,NOP,December,2023,21,0,19.7,2.8,6.1,0.453,1.2,2.8,0.424,1.6,3.3,0.478,0.551,1.8,2.2,0.787,1.2,3,4.2,2.4,0.8,0.2,1.1,1.3,8.5
Nassir Little,PF,23,PHO,December,2023,22,2,15.6,1.9,3.9,0.482,0.7,2.1,0.34,1.1,1.7,0.658,0.576,0.7,0.8,0.833,0.6,1.8,2.5,0.7,0.5,0.4,0.5,1.4,5.1
Nate Hinton,SG,24,HOU,December,2023,5,0,5.2,0.8,1.8,0.444,0.8,1,0.8,0,0.8,0,0.667,0,0,0,0.4,0.6,1,0.2,0,0,0.2,1,2.4
Nathan Mensah,C,25,CHO,December,2023,4,0,13.8,0.8,1.5,0.5,0,0,0,0.8,1.5,0.5,0.5,0.5,0.5,1,1.5,3,4.5,0.3,0.3,0.3,0.8,2.8,2
Naz Reid,C,24,MIN,December,2023,28,0,22.3,4.9,9.8,0.495,1.9,4.8,0.388,3,5,0.596,0.589,1.4,1.5,0.929,1.1,3.3,4.4,1,0.8,0.6,1.3,1.8,13
Neemias Queta,C,24,BOS,December,2023,9,0,15,2.1,4.2,0.5,0,0,0,2.1,4.2,0.5,0.5,1.1,1.4,0.769,2.9,3.1,6,0.7,0.6,0.3,0.6,2.4,5.3
Nic Claxton,C,24,BRK,December,2023,20,20,27.3,5.1,8,0.631,0.1,0.1,1,5,8,0.629,0.634,1.5,2.4,0.638,3,6.4,9.4,1.7,0.5,2.5,1,2.6,11.7
Nick Richards,C,26,CHO,December,2023,21,8,21.9,3.2,4.6,0.691,0,0,0,3.2,4.6,0.691,0.691,2.2,2.7,0.807,2.3,4.6,7,0.7,0.4,1.3,1,2.6,8.6
Nick Smith Jr.,SG,19,CHO,December,2023,12,0,11.3,2.3,5,0.467,1.3,2.6,0.484,1.1,2.4,0.448,0.592,0.2,0.2,1,0.3,0.5,0.8,0.4,0.1,0.3,0.4,0.9,6.1
Nickeil Alexander-Walker,SG,25,MIN,December,2023,28,11,23.1,2.5,6.1,0.409,1.4,4,0.351,1.1,2.1,0.517,0.523,0.4,0.6,0.647,0.4,1.5,1.9,2.4,0.9,0.6,1,1.9,6.8
Nicolas Batum,PF,35,TOT,December,2023,20,14,23.9,2,3.7,0.541,1.3,2.8,0.464,0.7,0.9,0.778,0.716,0.4,0.6,0.636,0.9,2.8,3.7,2.2,0.6,0.7,0.5,1.8,5.7
Nicolas Batum,PF,35,LAC,December,2023,3,0,18,1,2.7,0.375,0.7,2.3,0.286,0.3,0.3,1,0.5,0,0,0,0,2.3,2.3,1.7,1,1.3,0.3,1.7,2.7
Nicolas Batum,PF,35,PHI,December,2023,17,14,24.9,2.2,3.9,0.561,1.4,2.9,0.49,0.8,1,0.765,0.742,0.4,0.6,0.636,1.1,2.8,3.9,2.2,0.5,0.5,0.5,1.8,6.2
Nikola Jokić,C,28,DEN,December,2023,31,31,33.7,10.1,18.6,0.541,1.1,3.5,0.321,8.9,15.1,0.592,0.571,5.1,6.3,0.814,3.3,9.1,12.3,9.2,1.2,0.8,2.6,2.7,26.4
Nikola Jović,PF,20,MIA,December,2023,4,1,12,1,3,0.333,0.8,1.8,0.429,0.3,1.3,0.2,0.458,0.8,1,0.75,0.3,5.5,5.8,2.3,0.3,0,1.3,2.3,3.5
Nikola Vučević,C,33,CHI,December,2023,31,31,34,7,15.5,0.452,1.1,3.9,0.281,5.9,11.6,0.51,0.488,1.6,1.8,0.875,2.7,7.6,10.4,3.4,0.8,0.7,1.7,2.6,16.7
Noah Clowney,PF,19,BRK,December,2023,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Norman Powell,SG,30,LAC,December,2023,29,0,25.3,4.6,9.1,0.502,1.9,4.3,0.452,2.7,4.9,0.546,0.608,2.2,2.5,0.875,0.2,2,2.2,1,0.6,0.4,1,1.9,13.3
Obi Toppin,PF,25,IND,December,2023,28,27,24.1,4.8,8.1,0.595,1.3,3.4,0.375,3.5,4.7,0.756,0.674,1.2,1.5,0.767,1,2.6,3.6,1.3,0.5,0.6,0.8,2.1,12.1
Ochai Agbaji,SG,23,UTA,December,2023,30,10,21.6,2.7,5.9,0.463,1.3,3.4,0.376,1.5,2.5,0.579,0.571,0.3,0.4,0.833,0.9,1.7,2.6,1,0.7,0.5,0.7,1.6,7.1
OG Anunoby,SF,26,TOR,December,2023,25,25,33.4,5.6,11.9,0.475,2.2,6.1,0.368,3.4,5.8,0.586,0.569,1.3,1.8,0.727,0.9,3,3.9,2.7,1,0.5,1.6,2.4,14.8
Olivier Sarr,C,24,OKC,December,2023,7,0,9.1,0.9,1.6,0.545,0.3,0.7,0.4,0.6,0.9,0.667,0.636,0.6,0.9,0.667,0.9,2.7,3.6,0.3,0,0.7,0.3,2,2.6
Olivier-Maxence Prosper,PF,21,DAL,December,2023,20,0,9.3,0.9,2.6,0.353,0.3,1.4,0.222,0.6,1.2,0.5,0.412,0.8,1.2,0.696,0.6,1.3,1.9,0.8,0.1,0.1,0.2,0.6,2.9
Omer Yurtseven,C,25,UTA,December,2023,18,6,12.6,1.9,3.8,0.515,0.2,0.7,0.231,1.8,3.1,0.582,0.537,0.3,0.4,0.75,1.7,3.2,4.8,0.7,0.2,0.6,1.1,1.7,4.4
Onuralp Bitim,SG,24,CHI,December,2023,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onyeka Okongwu,C,23,ATL,December,2023,29,2,24.7,3.7,6.4,0.581,0.4,1.4,0.275,3.3,5,0.664,0.61,1.8,2.1,0.839,2.5,4.3,6.9,1.5,0.5,0.9,0.8,2.8,9.6
Orlando Robinson,C,23,MIA,December,2023,13,7,16.2,2.4,4.5,0.525,0.5,0.9,0.583,1.8,3.6,0.511,0.585,0.8,1.1,0.714,1.4,3.1,4.5,1.8,0.4,0.5,1,2.2,6.1
Oscar Tshiebwe,PF,24,IND,December,2023,3,0,5.7,1.3,2.7,0.5,0,0,0,1.3,2.7,0.5,0.5,1,1.3,0.75,0.7,1,1.7,0.7,0,0,0,0.3,3.7
Oshae Brissett,SF,25,BOS,December,2023,14,0,10.6,1.1,2.1,0.5,0.4,1.1,0.4,0.6,1.1,0.6,0.6,0.7,1.1,0.625,0.9,1.4,2.3,0.5,0.4,0,0.3,0.9,3.3
Otto Porter Jr.,SF,30,TOR,December,2023,12,1,12.1,0.9,2.4,0.379,0.7,1.8,0.364,0.3,0.6,0.429,0.517,0.3,0.3,1,0.5,1.8,2.3,0.3,0.3,0.3,0.2,1.3,2.8
Ousmane Dieng,PF,20,OKC,December,2023,18,0,11.2,1.5,3.3,0.458,0.8,2.2,0.35,0.7,1.1,0.684,0.576,0.6,0.7,0.833,0.4,1.2,1.6,0.9,0.1,0,0.3,0.7,4.3
P.J. Tucker,PF,38,TOT,December,2023,15,3,15.9,0.4,1.3,0.316,0.3,1.1,0.313,0.1,0.2,0.333,0.447,0.2,0.2,1,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
P.J. Tucker,PF,38,PHI,December,2023,3,3,22,0.7,1.7,0.4,0.7,1.7,0.4,0,0,0,0.6,0,0,0,0.3,4.3,4.7,0,1,0.7,0.7,3,2
P.J. Tucker,PF,38,LAC,December,2023,12,0,14.4,0.3,1.2,0.286,0.3,0.9,0.273,0.1,0.3,0.333,0.393,0.3,0.3,1,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
P.J. Washington,PF,25,CHO,December,2023,24,13,30,5,12.1,0.416,1.9,6,0.317,3.1,6.1,0.514,0.495,1.6,2.2,0.75,1.2,4.1,5.3,2.4,1,0.9,1.5,2.7,13.6
Paolo Banchero,PF,21,ORL,December,2023,28,28,33.8,7.6,16.2,0.47,1.3,3.4,0.383,6.3,12.8,0.493,0.51,4.7,6.8,0.693,1.3,5.6,6.9,4.5,1,0.5,3.2,2.1,21.2
Pascal Siakam,PF,29,TOR,December,2023,29,29,34.7,8.1,16,0.504,0.9,3.7,0.245,7.2,12.3,0.581,0.532,4.3,5.7,0.756,1.6,5.1,6.7,5,0.8,0.2,2.3,2.2,21.3
Pat Connaughton,SF,31,MIL,December,2023,24,0,22.1,2.1,5,0.417,1.1,3.4,0.321,1,1.6,0.615,0.525,0.5,0.6,0.733,0.8,3.1,4,2,0.5,0.2,0.6,1.2,5.7
Patrick Baldwin Jr.,SF,21,WAS,December,2023,8,0,5.8,0.6,1.8,0.357,0.4,0.6,0.6,0.3,1.1,0.222,0.464,0.5,0.5,1,0.3,1.1,1.4,0.4,0,0.1,0.1,0.5,2.1
Patrick Beverley,PG,35,PHI,December,2023,28,1,17.1,1.7,4,0.423,0.6,2.1,0.31,1,1.9,0.547,0.505,0.8,1.1,0.7,0.7,2.1,2.8,2.2,0.5,0.3,0.7,1.7,4.8
Patrick Williams,PF,22,CHI,December,2023,31,21,27.5,3.7,8.2,0.451,1.4,3.4,0.413,2.3,4.9,0.477,0.535,1.3,1.7,0.75,1.1,3,4.2,1.5,0.9,0.9,1.2,1.9,10.1
