player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Damian Jones,C,28,CLE,19,0,5.9,0.7,1.3,0.56,0.1,0.3,0.333,0.6,1,0.632,0.6,0.3,0.3,0.833,0.2,0.7,0.9,0.3,0.2,0.2,0.3,0.6,1.8
Derrick Jones Jr.,SF,26,DAL,42,41,26,3.8,7.8,0.485,1.4,4,0.349,2.4,3.8,0.629,0.575,1.3,1.8,0.737,1.2,2.5,3.7,1,0.8,0.9,1,1.9,10.3
Herbert Jones,SF,25,NOP,41,41,28.7,3.9,7.8,0.492,1.3,3.4,0.396,2.5,4.4,0.566,0.578,1.9,2.2,0.856,1.1,2.5,3.7,2.5,1.2,1,1.2,2.8,10.9
Tre Jones,PG,24,SAS,39,10,25.3,3.7,7.5,0.498,0.6,2.2,0.264,3.2,5.3,0.597,0.538,1.4,1.5,0.898,0.7,2.5,3.2,5.5,0.9,0.1,1.4,1.3,9.4
Tyus Jones,PG,27,WAS,43,43,28.3,5.2,10.2,0.507,1.6,3.7,0.416,3.6,6.4,0.56,0.583,0.5,0.7,0.733,0.3,2.5,2.9,6,1.2,0.3,0.8,0.7,12.4
DeAndre Jordan,C,35,DEN,21,1,12.5,1.8,2.8,0.655,0,0,0,1.8,2.8,0.655,0.655,1,2.2,0.435,1.7,3.2,4.9,0.9,0.2,0.5,0.9,1.9,4.6
Cory Joseph,PG,32,GSW,22,0,11.1,0.7,2.3,0.314,0.4,1.5,0.242,0.4,0.8,0.444,0.392,0.2,0.3,0.571,0.2,0.8,1,1.7,0.2,0.1,0.5,0.9,2
Nikola Jović,PF,20,MIA,17,12,18.2,2.1,5.2,0.409,1.1,2.5,0.419,1.1,2.6,0.4,0.511,0.6,1.2,0.55,0.9,3.8,4.6,2.1,0.4,0.4,1,2.2,5.9
Johnny Juzang,SG,22,UTA,1,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luke Kennard,SG,27,MEM,20,8,24.4,3.5,8,0.431,2.6,6.1,0.426,0.9,1.9,0.447,0.594,0.9,1,0.895,0.4,2.7,3.1,3,0.5,0.1,0.9,1,10.4
Walker Kessler,C,22,UTA,37,13,24,3.8,5.8,0.648,0.1,0.4,0.25,3.7,5.4,0.68,0.657,0.8,1.6,0.483,2.6,5.1,7.6,0.8,0.5,2.7,1,2.1,8.5
Braxton Key,SF,26,DEN,13,0,3.4,0.4,1.1,0.357,0.1,0.3,0.25,0.3,0.8,0.4,0.393,0.3,0.4,0.8,0.2,0.6,0.8,0.6,0.2,0,0.1,0.3,1.2
Corey Kispert,SF,24,WAS,42,1,21.6,4,8.4,0.479,1.9,5.2,0.369,2.1,3.2,0.657,0.593,1.5,1.9,0.775,0.3,1.9,2.2,1.5,0.3,0.2,1,1.5,11.4
Maxi Kleber,C,32,DAL,10,2,19,1.2,3.4,0.353,0.5,2,0.25,0.7,1.4,0.5,0.426,0.9,1.3,0.692,0.8,2.6,3.4,1.8,0.2,0.7,0.9,2.3,3.8
Kevin Knox,SF,24,DET,26,9,18.6,3,6.3,0.47,1.2,3.3,0.353,1.8,3,0.595,0.561,0.7,0.7,0.895,0.6,1.9,2.5,0.7,0.4,0.3,0.6,1.6,7.7
John Konchar,SF,27,MEM,35,6,17.5,1.3,3.3,0.386,0.6,2,0.29,0.7,1.3,0.533,0.474,0.3,0.3,0.75,1.1,2.9,4,1.6,0.7,0.9,0.5,1.1,3.3
Furkan Korkmaz,SG,26,PHI,27,0,6.9,0.6,1.7,0.362,0.2,0.8,0.273,0.4,0.9,0.44,0.426,0.3,0.4,0.7,0,0.5,0.6,0.5,0.4,0,0.3,0.4,1.7
Luke Kornet,C,28,BOS,31,2,14.9,2.1,3,0.691,0,0,0,2.1,3,0.691,0.691,0.7,0.8,0.875,1.8,2,3.8,0.9,0.4,1,0.5,1.4,4.9
Jonathan Kuminga,PF,21,GSW,40,15,23.3,5.2,9.9,0.526,0.8,2.5,0.307,4.5,7.4,0.601,0.565,2.7,3.8,0.709,1.1,3.3,4.4,1.5,0.6,0.4,1.4,2.1,13.9
Kyle Kuzma,PF,28,WAS,43,43,31.3,8.4,18.5,0.455,2.3,6.7,0.344,6.1,11.8,0.519,0.518,2.6,3.2,0.791,1,5.5,6.6,4.4,0.4,0.6,2.7,2.1,21.7
Jock Landale,C,28,HOU,25,0,9.1,0.8,2.2,0.382,0.1,0.7,0.118,0.8,1.5,0.5,0.4,0.4,0.6,0.733,1.1,0.8,1.9,0.5,0.2,0.4,0.4,0.9,2.2
Jake LaRavia,PF,22,MEM,11,0,11.1,1.5,3.9,0.372,0.5,2.2,0.208,1,1.7,0.579,0.43,0.3,0.4,0.75,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6
Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
A.J. Lawson,SG,23,DAL,20,0,9.7,1.6,3.5,0.464,0.6,1.8,0.343,1,1.7,0.588,0.551,0.6,0.8,0.733,0.5,0.9,1.3,0.6,0.5,0.1,0.5,0.7,4.4
Saben Lee,PG,24,PHO,11,0,6.8,0.8,1.9,0.429,0,0.5,0,0.8,1.5,0.563,0.429,1.2,1.5,0.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8
Alex Len,C,30,SAC,17,0,8.8,1.1,1.7,0.621,0,0.1,0,1.1,1.6,0.667,0.621,0.2,0.6,0.4,1.4,1.9,3.3,1.1,0.2,0.5,0.6,1.1,2.4
Kawhi Leonard,SF,32,LAC,38,38,34.7,8.8,16.9,0.522,2.2,5.1,0.443,6.6,11.9,0.555,0.588,3.8,4.3,0.879,1.1,5.1,6.2,3.8,1.7,0.8,1.6,1.6,23.7
Caris LeVert,SG,29,CLE,32,1,28.8,5.7,13.5,0.422,1.9,5.6,0.344,3.8,7.8,0.478,0.494,2.4,3.3,0.743,0.5,3.1,3.6,4.1,1,0.4,1.6,1.6,15.8
Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,0.308,0.1,1.3,0.1,0.9,2.1,0.438,0.327,0.7,0.7,0.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9
Maxwell Lewis,SF,21,LAL,15,0,4.1,0.1,0.7,0.2,0.1,0.2,0.333,0.1,0.5,0.143,0.25,0,0,0,0.1,0.1,0.2,0.2,0.1,0,0.3,0.1,0.3
E.J. Liddell,PF,23,NOP,6,0,2.8,0.2,0.8,0.2,0,0.7,0,0.2,0.2,1,0.2,0.3,0.3,1,0,0.5,0.5,0.2,0,0.3,0.3,0.3,0.7
Damian Lillard,PG,33,MIL,41,41,35.2,7.4,17.5,0.426,3,8.6,0.347,4.4,8.8,0.503,0.512,7.5,8.1,0.922,0.5,3.8,4.3,6.8,1.1,0.1,2.4,1.6,25.3
Nassir Little,SF,23,PHO,26,2,14.3,1.8,3.7,0.484,0.6,2,0.308,1.2,1.7,0.698,0.568,0.7,0.8,0.85,0.5,1.8,2.3,0.6,0.4,0.3,0.5,1.2,4.8
Dereck Lively II,C,19,DAL,33,32,25.3,4,5.4,0.742,0,0.1,0,4,5.3,0.75,0.742,0.8,1.3,0.568,2.9,4.8,7.7,1.3,0.6,1.4,1.2,2.9,8.8
Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5,0.345,1,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5
Chris Livingston,SF,20,MIL,12,0,4.8,0.6,1,0.583,0.1,0.1,1,0.5,0.9,0.545,0.625,0.2,0.2,1,0.2,0.8,1,0.3,0.2,0,0.3,0.4,1.4
Kenneth Lofton Jr.,PF,21,TOT,16,0,6.4,0.9,2.4,0.359,0.2,0.6,0.3,0.7,1.8,0.379,0.397,0.5,0.9,0.533,0.1,0.9,1.1,0.9,0.2,0.2,0.5,0.9,2.4
Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1,0.533,0.1,0.9,1,0.9,0.2,0.2,0.4,1,2.6
Kenneth Lofton Jr.,PF,21,PHI,1,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0
Kevon Looney,C,27,GSW,41,35,20.2,2.3,3.8,0.617,0,0,0,2.3,3.8,0.617,0.617,0.9,1.3,0.704,2.6,4.5,7.1,2.4,0.5,0.3,0.7,2.5,5.6
Brook Lopez,C,35,MIL,44,44,31.6,4.9,9.9,0.49,1.6,4.8,0.33,3.3,5.1,0.64,0.57,1.5,1.8,0.815,1.6,3.9,5.5,1.7,0.6,2.9,0.9,2.7,12.8
Robin Lopez,C,35,MIL,12,0,2.8,0.3,0.6,0.429,0.2,0.4,0.4,0.1,0.2,0.5,0.571,0.2,0.2,1,0.1,0.2,0.3,0.3,0,0.1,0.1,0.3,0.8
Kevin Love,PF,35,MIA,34,5,18.3,3,6.9,0.438,1.6,4.7,0.34,1.4,2.2,0.649,0.554,1.9,2.5,0.774,1.1,5.3,6.5,2.4,0.4,0.1,0.8,1.9,9.5
Kyle Lowry,PG,37,MIA,37,35,28,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4,1.1,0.4,1.4,2.5,8.2
Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0,0,0,0.1,0.7,1.6
Trey Lyles,PF,28,SAC,28,0,20.3,2.4,5.4,0.447,1.5,4,0.387,0.9,1.4,0.615,0.59,0.7,1.1,0.625,1,3.9,4.9,1.3,0.1,0.3,0.6,1.6,7
Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,0.288,0.4,2.3,0.167,1.1,2.8,0.389,0.326,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0,1.2,1.4,4.2
Sandro Mamukelashvili,C,24,SAS,25,0,7,1,2.4,0.407,0.3,1.3,0.25,0.6,1.1,0.593,0.475,0.5,0.6,0.75,0.6,1.4,2,1,0.2,0.3,0.3,0.8,2.7
Terance Mann,SG,27,LAC,36,32,25.1,2.9,6.4,0.45,0.9,3.1,0.304,1.9,3.3,0.588,0.524,0.8,1.1,0.75,1.2,2,3.2,1.8,0.6,0.3,0.7,1.9,7.6
Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1,0.3,1.5,1.8,1.5,0.2,0,0.7,0.2,3.8
Boban Marjanović,C,35,HOU,7,0,5.3,1,2.6,0.389,0,0.3,0,1,2.3,0.438,0.389,0,0.3,0,0.7,1.4,2.1,0.6,0,0.1,0,0.6,2
Lauri Markkanen,PF,26,UTA,35,35,32.5,7.9,16,0.49,3.1,7.9,0.39,4.8,8.1,0.588,0.586,4.8,5.5,0.876,2.4,6.3,8.7,1.8,0.9,0.6,1.1,1.8,23.6
Naji Marshall,SF,26,NOP,35,1,18.5,2.7,5.9,0.454,0.9,2.3,0.39,1.7,3.5,0.496,0.532,1.5,1.8,0.825,1.1,2.5,3.6,2,0.7,0.2,1.1,1.5,7.7
Caleb Martin,SF,28,MIA,27,12,26.8,4,8.9,0.454,1.2,3,0.402,2.8,5.9,0.481,0.523,1.4,1.8,0.755,1.2,3.6,4.8,2.3,0.8,0.3,1.3,2,10.7
Cody Martin,SF,28,CHO,12,6,25.9,2.5,7.1,0.353,0.9,3.1,0.297,1.6,4,0.396,0.418,0.8,1.3,0.563,1.1,2.1,3.2,2.5,1.5,0.9,1.1,1.8,6.7
KJ Martin,SF,23,TOT,28,0,7,0.8,1.8,0.469,0,0.3,0.125,0.8,1.5,0.537,0.48,0.2,0.4,0.5,0.2,0.6,0.8,0.5,0.4,0,0.2,1,1.9
KJ Martin,SF,23,LAC,2,0,15.5,2,5,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,1,1.5,5
KJ Martin,SF,23,PHI,26,0,6.3,0.7,1.5,0.487,0,0.1,0,0.7,1.4,0.528,0.487,0.2,0.3,0.5,0.2,0.5,0.7,0.5,0.3,0,0.2,1,1.6
Garrison Mathews,SG,27,ATL,30,3,13,1.2,2.7,0.457,1.1,2.5,0.447,0.1,0.2,0.6,0.667,0.1,0.2,0.286,0.2,1,1.2,0.5,0.3,0.1,0.5,1.6,3.7
Bennedict Mathurin,SF,21,IND,44,14,25.5,5,10.9,0.455,1.3,3.5,0.361,3.7,7.4,0.5,0.514,3,3.6,0.828,1,2.7,3.7,2,0.5,0.2,1.6,2,14.2
Wesley Matthews,SG,37,ATL,19,1,11.2,0.5,2.1,0.256,0.3,1.6,0.2,0.2,0.5,0.444,0.333,0.7,1,0.737,0.2,1.2,1.4,0.6,0.5,0.2,0.3,1.4,2.1
Tyrese Maxey,PG,23,PHI,41,41,37.7,8.9,19.7,0.449,3.1,8.2,0.379,5.7,11.5,0.499,0.528,4.9,5.7,0.86,0.6,3.1,3.7,6.7,1,0.5,1.6,2.1,25.8
Skylar Mays,PG-SG,26,TOT,24,5,15.9,2.5,6.2,0.399,0.7,2.1,0.314,1.8,4,0.443,0.453,0.5,0.7,0.765,0.4,1.2,1.6,3.3,0.7,0.1,0.8,1,6.1
Skylar Mays,PG,26,POR,21,5,17,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1,6.3
Skylar Mays,SG,26,LAL,3,0,8.7,2,3.3,0.6,0.7,0.7,1,1.3,2.7,0.5,0.7,0,0,0,0.3,0.3,0.7,1.3,0.7,0,0,1,4.7
Miles McBride,PG,23,NYK,31,2,9.5,1.6,3.5,0.455,1,2.2,0.441,0.6,1.4,0.476,0.591,0.3,0.3,0.8,0.1,0.6,0.7,0.9,0.4,0.1,0.3,1,4.5
CJ McCollum,PG,32,NOP,30,30,32,7.1,15,0.473,3.6,8,0.448,3.5,7,0.502,0.593,2.1,2.6,0.785,0.6,3.7,4.3,5,1.2,0.8,1.5,2.1,19.9
T.J. McConnell,PG,31,IND,36,3,16.8,3.6,6.8,0.529,0.1,0.5,0.118,3.5,6.3,0.559,0.533,0.9,1.2,0.75,0.5,2.1,2.6,5.4,1,0.1,1.5,1,8.1
Jaden McDaniels,SF,23,MIN,34,33,28.6,4.5,8.8,0.515,1.3,3.4,0.377,3.3,5.4,0.6,0.587,0.7,0.9,0.75,0.6,2,2.6,1.3,0.9,0.5,1.2,3.1,11
Jalen McDaniels,SF,26,TOR,27,0,9.1,1.1,3.3,0.337,0.3,1.6,0.182,0.8,1.7,0.489,0.382,0.5,0.7,0.7,0.3,1,1.2,0.5,0.4,0.1,0.3,0.9,3
Doug McDermott,SF,32,SAS,39,0,15.5,2.1,4.7,0.449,1.7,3.8,0.449,0.4,1,0.447,0.627,0.3,0.4,0.667,0.2,0.9,1.1,1.3,0.3,0.1,0.6,1.1,6.2
JaVale McGee,C,36,SAC,33,0,8.2,1.9,3,0.636,0,0.1,0,1.9,2.9,0.656,0.636,0.8,1.2,0.625,1,2,3,0.4,0.2,0.6,0.9,1.2,4.6
Bryce McGowens,SG,21,CHO,34,10,16.8,1.8,4,0.444,0.7,1.9,0.379,1,2,0.507,0.537,0.8,1.1,0.73,0.4,1.4,1.7,0.9,0.3,0.1,0.6,1.4,5.1
Jordan McLaughlin,PG,27,MIN,23,0,8.8,0.9,2.3,0.389,0.5,1.3,0.367,0.4,1,0.417,0.491,0.1,0.3,0.5,0.3,0.7,1,1.8,0.7,0.2,0.3,0.4,2.4
De'Anthony Melton,SG,25,PHI,33,33,29.1,3.9,9.9,0.393,2.1,5.8,0.363,1.8,4.1,0.437,0.5,1.9,2.3,0.827,0.8,3.2,4,3.2,1.6,0.5,1.2,2.4,11.8
Nathan Mensah,C,25,CHO,18,0,14.1,0.6,1.3,0.435,0,0,0,0.6,1.3,0.435,0.435,0.5,0.7,0.75,1.4,1.8,3.2,0.4,0.2,0.6,0.7,3,1.6
Sam Merrill,SG,27,CLE,27,0,16.6,3,6.9,0.428,2.6,6,0.432,0.4,0.9,0.4,0.615,0.4,0.4,0.909,0.5,1.7,2.2,1.7,0.3,0,0.4,1.3,8.9
Chimezie Metu,C,26,PHO,33,5,13,1.9,3.8,0.512,0.5,1.5,0.294,1.5,2.2,0.662,0.572,1.2,1.3,0.884,0.7,2.5,3.2,0.5,0.5,0.3,0.7,1.2,5.5
Vasilije Micić,PG,30,OKC,24,0,11.9,1.3,3,0.411,0.4,1.5,0.25,0.9,1.5,0.568,0.473,0.4,0.5,0.769,0,0.7,0.7,2.5,0.4,0.1,0.8,0.9,3.3
Khris Middleton,SF,32,MIL,38,38,25.9,5.7,11.6,0.489,1.7,4.5,0.374,4,7.1,0.561,0.561,1.9,2.3,0.831,0.6,3.6,4.2,4.9,0.9,0.3,2.1,2.3,15
Brandon Miller,SF,21,CHO,36,30,30.7,5.6,12.9,0.436,2.2,5.6,0.388,3.4,7.3,0.473,0.521,1.7,2.1,0.813,0.9,3.1,4,2.3,0.7,0.5,1.6,2.6,15.1
Jordan Miller,SF,24,LAC,4,0,4,0.8,1.3,0.6,0.3,0.3,1,0.5,1,0.5,0.7,0,0,0,0.5,0.3,0.8,0,0,0,0.3,0.5,1.8
Leonard Miller,SF,20,MIN,5,0,3.8,1.2,1.8,0.667,0.2,0.6,0.333,1,1.2,0.833,0.722,0,0,0,0,1.8,1.8,0.2,0.2,0.2,0.2,0.6,2.6
Dariq Whitehead,SF,19,BRK,2,0,12,0.5,2.5,0.2,0,1.5,0,0.5,1,0.5,0.2,0.5,1,0.5,0,2,2,1.5,0,0.5,0,0,1.5
Patty Mills,PG,35,ATL,13,0,11.8,1.4,3.2,0.429,1,2.1,0.481,0.4,1.2,0.333,0.583,0,0,0,0.2,0.8,1,0.9,0.5,0.1,0.5,1.2,3.8
Shake Milton,SG,27,MIN,35,0,13.3,1.7,4.3,0.396,0.4,1.5,0.25,1.3,2.8,0.474,0.44,1,1.3,0.818,0.2,1.2,1.4,1.4,0.5,0.1,0.8,1.2,4.8
Justin Minaya,SF,24,POR,11,0,8.5,0.5,1.5,0.353,0.3,0.9,0.3,0.3,0.6,0.429,0.441,0.3,0.5,0.5,0.5,0.5,1,0.4,0.3,0.4,0.2,0.7,1.6
Josh Minott,SF,21,MIN,15,0,3.1,0.5,1.2,0.444,0,0.3,0,0.5,0.9,0.615,0.444,0.7,0.8,0.833,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.4,1.7
Davion Mitchell,PG,25,SAC,32,3,12.4,1.3,3.7,0.361,0.4,1.8,0.237,0.9,1.9,0.483,0.42,0.4,0.5,0.75,0.2,0.8,0.9,1.8,0.2,0.1,0.5,1.1,3.5
Donovan Mitchell,SG,27,CLE,33,33,35.5,9.6,20.9,0.46,3.1,8.9,0.342,6.6,12,0.548,0.533,5.3,6.1,0.87,1,4.4,5.4,6.2,1.9,0.4,2.8,2.2,27.6
Evan Mobley,PF,22,CLE,21,21,33.6,6.8,11.8,0.573,0.1,0.5,0.2,6.7,11.3,0.588,0.577,2.4,3.1,0.769,2.7,7.8,10.5,2.9,0.8,1.7,2.3,2.9,16
Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0,0,0,0,0.7,0.7,1.3,0.3,0,0.3,0.7,1.7
Malik Monk,SG,25,SAC,41,0,26,5.1,11.7,0.436,2.5,6.4,0.391,2.6,5.3,0.491,0.543,2.4,2.9,0.822,0.4,2.2,2.6,5.5,0.6,0.7,2.1,2,15
Moses Moody,SG,21,GSW,34,4,18,3.1,6.5,0.482,1.1,3.1,0.358,2,3.4,0.595,0.568,1.3,1.7,0.789,1.1,2,3.1,0.8,0.7,0.3,0.7,1.4,8.7
Xavier Moon,SG,29,LAC,2,0,6,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,0,0,1,1,1.5,0,0,0.5,0.5,1
Taze Moore,SG,25,POR,1,0,4,1,2,0.5,0,1,0,1,1,1,0.5,0,0,0,0,0,0,0,1,0,0,1,2
Wendell Moore Jr.,SG,22,MIN,11,0,2.8,0.3,0.5,0.6,0,0.2,0,0.3,0.3,1,0.6,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.2,0.3,0.5
Ja Morant,PG,24,MEM,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3,2.1,25.1
Marcus Morris,PF,34,PHI,33,5,16.3,2.2,5.1,0.443,1,2.3,0.416,1.3,2.7,0.467,0.539,0.8,1,0.844,0.5,2.3,2.9,0.7,0.3,0.3,0.4,1.7,6.3
Markieff Morris,PF,34,DAL,16,1,9.4,0.9,2.9,0.319,0.6,1.8,0.321,0.4,1.2,0.316,0.415,0.2,0.3,0.75,0.3,1.5,1.8,0.7,0.3,0.1,0.6,0.7,2.6
Monte Morris,PG,28,DET,1,0,11,3,4,0.75,1,1,1,2,3,0.667,0.875,0,0,0,0,3,3,3,0,0,0,0,7
Trey Murphy III,SF,23,NOP,20,2,25.6,4.4,10.1,0.433,2.6,7,0.371,1.8,3.1,0.574,0.562,1.9,2.4,0.792,0.5,3.2,3.7,2,0.8,0.4,0.6,1.2,13.2
Dejounte Murray,SG,27,ATL,44,44,34.8,8.2,17.5,0.468,2.4,6.2,0.387,5.8,11.4,0.512,0.536,2.6,3.2,0.835,0.7,4.3,5,5,1.3,0.3,2.2,1.7,21.4
Jamal Murray,PG,26,DEN,31,31,31.3,8,16.7,0.478,2.4,5.8,0.406,5.6,10.9,0.516,0.548,2.9,3.3,0.882,0.6,3.4,4,6.5,0.8,0.6,1.9,2.1,21.3
Keegan Murray,SF,23,SAC,38,38,32.8,6.1,13.1,0.468,2.4,6.6,0.369,3.7,6.6,0.566,0.56,1.4,1.8,0.791,1.4,4.2,5.6,1.6,1.2,0.5,0.9,2.6,16.1
Kris Murray,SF,23,POR,26,0,12.3,1.3,3.4,0.398,0.6,1.7,0.333,0.8,1.7,0.465,0.483,0.3,0.4,0.727,0.7,1.2,1.8,0.6,0.8,0.2,0.5,0.7,3.6
Mike Muscala,C,32,TOT,28,2,14.1,1.4,3.7,0.385,0.7,2.3,0.317,0.7,1.5,0.488,0.481,0.6,0.8,0.727,1,2.2,3.1,1,0.2,0.4,0.6,1.3,4.1
Mike Muscala,C,32,WAS,24,2,14.1,1.4,3.8,0.367,0.6,2.1,0.275,0.8,1.6,0.487,0.444,0.6,0.8,0.75,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4
Mike Muscala,C,32,DET,4,0,14.5,1.8,3.5,0.5,1.5,3,0.5,0.3,0.5,0.5,0.714,0.3,0.5,0.5,1.3,2,3.3,1.3,0.3,0.8,0.3,1.3,5.3
Svi Mykhailiuk,SF,26,BOS,19,0,7.9,0.8,2.7,0.294,0.5,2.1,0.25,0.3,0.6,0.455,0.392,0.2,0.3,0.5,0.3,0.6,0.9,0.3,0.3,0,0.3,0.6,2.3
Larry Nance Jr.,C,31,NOP,27,0,17.7,2.3,3.9,0.59,0.6,1.2,0.469,1.7,2.7,0.644,0.662,0.8,1,0.786,1.3,3.9,5.2,1.3,1,0.4,0.9,1.2,6
Pete Nance,PF,23,CLE,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Nembhard,PG,24,IND,30,12,20.8,3.5,7.2,0.488,0.7,2,0.328,2.8,5.1,0.552,0.535,0.6,0.8,0.75,0.6,1.1,1.7,4.3,0.9,0,1.9,2,8.3
Aaron Nesmith,SF,24,IND,39,14,25.7,4.2,8.3,0.505,2.1,4.6,0.453,2.1,3.7,0.568,0.629,1.2,1.6,0.703,0.9,2.5,3.4,1.1,1.1,0.7,0.9,3.3,11.6
Georges Niang,PF,30,CLE,42,1,22.2,3.5,8,0.44,1.9,5,0.371,1.6,3,0.556,0.557,0.6,0.7,0.833,0.4,3.5,3.8,1.2,0.3,0.2,0.8,2.4,9.5
Daishen Nix,PG,21,MIN,6,0,3.5,0.5,1.3,0.375,0.3,0.8,0.4,0.2,0.5,0.333,0.5,0,0.3,0,0,0.2,0.2,0,0.2,0,0,0,1.3
Zeke Nnaji,PF,23,DEN,35,0,9.5,1.2,2.5,0.477,0.1,0.4,0.333,1,2,0.507,0.506,0.7,1.1,0.641,1.1,1,2.1,0.5,0.3,0.6,0.7,1.6,3.2
Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,0.4,0.4,2.6,0.174,2,3.6,0.563,0.436,0.3,0.3,1,0.3,1.2,1.6,1.8,0.3,0,0.6,1.4,5.7
Markquis Nowell,SG,24,TOR,1,0,4,0,1,0,0,0,0,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2
Frank Ntilikina,PG,25,CHO,2,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0
Jusuf Nurkić,C,29,PHO,42,42,27.6,4.5,9,0.496,0.5,1.9,0.269,4,7.2,0.555,0.524,2.4,3.3,0.717,2.7,7.8,10.5,3.5,0.9,1,2,3.4,11.8
Jordan Nwora,SF,25,TOT,19,0,9.8,2,4.4,0.458,0.6,1.9,0.324,1.4,2.4,0.565,0.53,0.5,0.6,0.818,0.4,1.3,1.7,0.9,0.3,0.1,0.6,1,5.1
Jordan Nwora,SF,25,IND,18,0,10.2,2.1,4.6,0.451,0.6,2,0.306,1.4,2.6,0.565,0.518,0.5,0.6,0.818,0.4,1.4,1.8,1,0.3,0.1,0.7,1.1,5.2
Jordan Nwora,SF,25,TOR,1,0,4,1,1,1,1,1,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,3
Royce O'Neale,SF,30,BRK,42,6,24.7,2.5,6.5,0.378,1.9,5.3,0.356,0.6,1.3,0.472,0.522,0.3,0.5,0.65,0.8,3.8,4.6,3,0.7,0.6,1,2.4,7.1
Chuma Okeke,SF,25,ORL,27,8,13.2,1.3,3.4,0.387,0.8,2.6,0.319,0.5,0.9,0.583,0.505,0.1,0.2,0.4,0.7,2,2.6,0.6,0.3,0.3,0.4,0.6,3.6
Josh Okogie,SG,25,PHO,38,11,18.5,1.6,4,0.391,0.4,1.9,0.239,1.1,2.1,0.525,0.447,1.6,2.2,0.735,1.3,1.5,2.8,1.3,0.9,0.5,0.6,1.5,5.2
Onyeka Okongwu,C,23,ATL,43,3,24.8,3.6,6.1,0.587,0.3,1.1,0.286,3.3,5,0.656,0.614,1.7,2.1,0.8,2.5,4.2,6.8,1.4,0.4,1,0.9,3,9.2
Isaac Okoro,SF,23,CLE,33,22,26.1,3.2,6.4,0.495,0.9,2.5,0.354,2.3,3.9,0.585,0.564,1.5,2.2,0.694,1.3,2,3.3,2,0.8,0.4,0.8,2.3,8.8
Kelly Olynyk,C,32,UTA,43,8,20.6,2.9,5.3,0.553,0.7,1.7,0.405,2.2,3.5,0.625,0.619,1.5,1.7,0.851,1.3,3.8,5.1,4.3,0.8,0.3,1.7,2.8,8
