player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Joel Embiid,C,29,PHI,25,25,34.2,11.8,21.8,0.54,1.1,3.2,0.35,10.6,18.6,0.573,0.566,10.3,11.6,0.893,2.8,8.9,11.7,6,1.2,2,3.8,2.8,35
Drew Eubanks,C,26,PHO,28,2,17,2.5,4.2,0.593,0.1,0.1,1,2.4,4.1,0.586,0.602,1.1,1.3,0.838,1.4,3,4.4,1.1,0.4,1,1.2,1.9,6.2
Dante Exum,PG,28,DAL,26,10,18.6,3.5,6.1,0.579,0.9,2,0.434,2.7,4.1,0.651,0.651,1,1.4,0.722,0.7,2.4,3.1,2.5,0.5,0.2,0.8,1.5,9
Bruno Fernando,C,25,ATL,7,0,4.7,1.1,2.3,0.5,0,0.1,0,1.1,2.1,0.533,0.5,0.6,0.9,0.667,0.7,1,1.7,0.1,0,0.1,0.6,0.7,2.9
Dorian Finney-Smith,PF,30,BRK,27,17,29.3,3.9,8.2,0.473,2.4,5.4,0.449,1.4,2.8,0.52,0.622,0.2,0.3,0.75,1.9,3.1,5,1.2,0.7,0.6,0.9,2.2,10.4
Malachi Flynn,PG,25,TOR,29,0,16,1.9,4.6,0.403,0.9,2.7,0.338,1,2,0.491,0.5,0.6,0.8,0.773,0.4,1.8,2.2,2.5,0.6,0.2,1.1,1.4,5.2
Simone Fontecchio,SF,28,UTA,28,14,21,3,6.8,0.445,1.9,4.6,0.403,1.2,2.2,0.532,0.581,0.8,0.9,0.84,0.8,2,2.8,1.1,0.5,0.4,1,1.6,8.7
Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1,0,0.3,0.3,0.3,0,0,0.2,0,2
Trent Forrest,SG,25,ATL,7,0,8.7,0.4,2.1,0.2,0,0.1,0,0.4,2,0.214,0.2,0.6,0.6,1,0.6,0.6,1.1,1.7,0.3,0,0.4,0.7,1.4
Evan Fournier,SG,31,NYK,1,0,16,1,6,0.167,0,4,0,1,2,0.5,0.167,0,0,0,0,1,1,1,1,0,0,2,2
De'Aaron Fox,PG,26,SAC,22,22,35,10.4,21.6,0.48,3.2,8.3,0.39,7.1,13.3,0.536,0.555,5.6,7.6,0.738,0.9,3.5,4.4,6.2,1.6,0.4,2.5,2.7,29.6
Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,0.167,0,0.5,0,0.3,1,0.25,0.167,0.5,0.5,1,0.5,0,0.5,0,0,0,0.3,0.3,1
Markelle Fultz,PG,25,ORL,5,5,28.6,5.4,11.2,0.482,0,0.6,0,5.4,10.6,0.509,0.482,0.6,0.8,0.75,1.6,1.8,3.4,4,1.2,0.4,1.2,1.2,11.4
Daniel Gafford,C,25,WAS,25,25,25.5,4.5,6.5,0.693,0,0,0,4.5,6.5,0.693,0.693,2,2.8,0.71,2.8,4.8,7.5,1.7,0.7,2.2,1.1,3.5,11
Danilo Gallinari,PF,35,WAS,24,0,15.2,2.3,5.2,0.444,0.8,2.5,0.317,1.5,2.7,0.563,0.52,1.8,2.1,0.843,0.5,2.5,3,1.3,0.3,0.1,0.5,1,7.2
Darius Garland,PG,24,CLE,20,20,34,7.6,16.1,0.47,1.8,5.2,0.346,5.8,10.9,0.53,0.526,3.8,4.6,0.835,0.6,2.2,2.8,5.9,1.6,0.2,3.8,1.6,20.7
Usman Garuba,PF,21,GSW,2,0,3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0
Luka Garza,C,25,MIN,6,0,3,0.7,2,0.333,0,0.5,0,0.7,1.5,0.444,0.333,0.8,1.3,0.625,0.5,0.7,1.2,0.3,0,0,0.2,1,2.2
Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Keyonte George,PG,20,UTA,24,16,25.8,3.5,9.6,0.361,1.6,5.1,0.32,1.8,4.5,0.407,0.446,2.4,3,0.781,0.5,2.5,3,5,0.5,0.1,2.3,1.1,10.9
Paul George,PF,33,LAC,27,27,34.4,8,17.5,0.456,3.3,8.1,0.402,4.7,9.4,0.502,0.549,3.6,3.9,0.933,0.6,4.9,5.6,4.1,1.7,0.4,2.1,2.8,22.8
Taj Gibson,PF,38,NYK,6,0,9.5,0.5,1.3,0.375,0,0.7,0,0.5,0.7,0.75,0.375,0,0,0,0.5,1.2,1.7,0.7,0.2,0.8,0.2,1.5,1
Josh Giddey,SG,21,OKC,26,26,25.2,5,11.4,0.436,0.9,2.6,0.343,4.1,8.8,0.463,0.475,1,1.2,0.806,1.6,4.4,6,4.3,0.8,0.4,2.5,1.3,11.8
Harry Giles,C,25,BRK,8,0,5.5,1.8,3,0.583,0.1,0.6,0.2,1.6,2.4,0.684,0.604,0.6,0.9,0.714,0.6,0.6,1.3,0.1,0.1,0.3,0.3,0.6,4.3
Shai Gilgeous-Alexander,PG,25,OKC,26,26,34.7,11.1,20.8,0.535,1,3.4,0.307,10.1,17.4,0.58,0.56,7.6,8.3,0.912,0.9,4.8,5.7,6.3,2.8,0.8,2,2.4,30.8
Anthony Gill,PF,31,WAS,19,0,6.6,1,2,0.5,0,0.4,0,1,1.6,0.633,0.5,0.6,0.7,0.786,0.6,0.9,1.5,0.5,0.2,0.3,0.5,0.6,2.6
Collin Gillespie,PG,24,DEN,11,0,7.8,0.7,1.8,0.4,0.3,1.1,0.25,0.5,0.7,0.625,0.475,0.1,0.1,1,0.1,0.3,0.4,0.7,0.5,0,0.4,0.9,1.8
Jacob Gilyard,PG,25,MEM,19,8,15.7,1.3,3.1,0.414,1.1,2.6,0.429,0.2,0.5,0.333,0.595,0.1,0.1,1,0.3,0.7,1.1,3.1,0.6,0.1,0.7,1,3.7
Rudy Gobert,C,31,MIN,28,28,32.3,4.9,8,0.616,0,0,0,4.9,8,0.616,0.616,2.9,4.8,0.612,3.8,8.5,12.3,1.3,0.8,2.3,1.5,2.9,12.8
Jordan Goodwin,PG,25,PHO,29,0,17.9,2.2,6,0.368,0.8,2.7,0.299,1.4,3.3,0.423,0.434,0.8,0.9,0.852,1.3,2.7,3.9,2.5,0.7,0.3,0.9,1.4,6
Aaron Gordon,PF,28,DEN,28,28,32,5.5,10.5,0.525,0.5,1.9,0.25,5.1,8.7,0.584,0.547,2,3.4,0.606,2.8,4,6.9,3.4,1,0.6,1.5,1.6,13.6
Eric Gordon,SG,35,PHO,25,18,31.7,5,11,0.457,2.5,6.4,0.385,2.6,4.6,0.557,0.569,0.7,0.8,0.81,0.3,1.8,2.1,2.8,1,0.5,1.4,1.5,13.2
Devonte' Graham,PG,28,SAS,6,0,10,0.7,2.5,0.267,0.3,1.7,0.2,0.3,0.8,0.4,0.333,0.8,1.2,0.714,0.2,1.2,1.3,2.7,0.3,0.2,0.3,0.5,2.5
Jerami Grant,PF,29,POR,24,24,35.1,7.5,16.6,0.455,2.5,6.1,0.415,5,10.5,0.478,0.531,4.7,5.8,0.819,0.7,3,3.8,2.5,0.8,0.8,2.3,2.4,22.3
A.J. Green,SG,24,MIL,20,0,7.4,1.1,2.4,0.438,0.9,2.1,0.429,0.2,0.3,0.5,0.625,0.1,0.1,1,0.2,0.6,0.8,0.7,0,0,0,0.8,3.1
Danny Green,SG,36,PHI,2,0,9,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,0
Draymond Green,PF,33,GSW,15,15,25.1,3.4,6.9,0.49,1.2,2.8,0.429,2.2,4.1,0.532,0.577,1.7,2,0.833,1.5,4.1,5.5,5.8,0.4,0.7,2.4,3,9.7
Jalen Green,SG,21,HOU,27,27,30.5,5.6,14.2,0.396,1.9,5.9,0.325,3.7,8.3,0.446,0.464,3.9,4.8,0.822,0.4,4.1,4.5,3.1,0.6,0.4,2.4,1.5,17.1
Jeff Green,PF,37,HOU,26,0,15.6,2.1,3.8,0.561,0.3,1.1,0.321,1.8,2.7,0.657,0.607,2.2,2.6,0.838,0.8,1.4,2.2,0.7,0.2,0.5,0.7,1.4,6.8
Josh Green,SG,23,DAL,18,5,25.2,2.6,6.1,0.422,1.3,3.5,0.365,1.3,2.6,0.5,0.528,0.5,0.9,0.529,0.6,2.3,2.9,2.4,0.9,0.2,0.9,1.7,6.9
AJ Griffin,SF,20,ATL,12,0,9.2,0.8,2.8,0.294,0.7,2.1,0.32,0.2,0.8,0.222,0.412,0.2,0.2,1,0.2,0.8,1,0.3,0.1,0,0.3,0.5,2.5
Quentin Grimes,SG,23,NYK,27,18,21.1,2.3,5.9,0.381,1.6,4.5,0.361,0.6,1.4,0.447,0.519,0.1,0.2,0.333,0.2,1.1,1.3,1.1,0.7,0,0.4,1.6,6.2
Mouhamed Gueye,PF,21,ATL,2,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
Rui Hachimura,PF,25,LAL,22,3,24.3,4.6,9.5,0.486,1.3,3.4,0.378,3.4,6.2,0.544,0.552,1.5,2,0.727,0.8,3,3.8,1.1,0.7,0.2,0.9,1.5,12
Tyrese Haliburton,PG,23,IND,25,25,33.9,8.7,17.4,0.5,3.4,8.3,0.413,5.2,9,0.58,0.599,3.7,4.3,0.861,0.6,3.3,3.9,12.2,0.9,0.6,2.8,1.2,24.5
R.J. Hampton,PG,22,MIA,3,0,9.7,0.3,2,0.167,0.3,1.3,0.25,0,0.7,0,0.25,0,0,0,0,0.7,0.7,1.3,0,0,0.3,0.3,1
Tim Hardaway Jr.,SF,31,DAL,27,3,29,6,14.9,0.406,3.4,9.3,0.361,2.7,5.5,0.483,0.52,2.1,2.4,0.892,0.4,3.3,3.7,1.6,0.4,0,0.9,1.2,17.6
James Harden,SG,34,LAC,24,24,33.5,5.1,11,0.468,2.6,6.1,0.429,2.5,4.8,0.517,0.587,4.4,5,0.868,0.4,4.4,4.8,7.7,1.5,0.8,2.4,2.2,17.3
Jaden Hardy,SG,21,DAL,26,1,13.9,2.4,6.8,0.358,1.2,3.4,0.341,1.3,3.4,0.375,0.443,0.8,1.3,0.667,0.3,1.6,1.9,1.5,0.4,0,0.7,1.2,6.8
Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Gary Harris,SG,29,ORL,23,5,22.8,2.5,5.8,0.433,1.3,4,0.337,1.2,1.8,0.643,0.549,1,1.3,0.8,0.6,1.2,1.8,1.9,0.9,0.2,0.5,1.7,7.4
Joe Harris,SG,32,DET,12,0,11.5,0.8,2.6,0.323,0.6,2,0.292,0.3,0.6,0.429,0.435,0.1,0.2,0.5,0.3,0.7,0.9,0.8,0.3,0.2,0.3,1.3,2.3
Tobias Harris,PF,31,PHI,29,29,34.1,6.3,12.3,0.515,1.2,3.3,0.379,5.1,9,0.565,0.566,3,3.3,0.907,0.9,5.2,6.1,2.9,0.9,0.4,1.7,1.8,17
Shaquille Harrison,SG,30,MEM,3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,0.7,0.7,0,0,0.3,0,0,0.7
Josh Hart,SF,28,NYK,29,5,27.8,3,6.6,0.461,1,2.9,0.337,2.1,3.7,0.556,0.534,0.6,0.8,0.783,1,4.8,5.8,2.8,1,0.2,1.1,1.9,7.7
Isaiah Hartenstein,C,25,NYK,29,3,21.4,2.5,4.1,0.605,0,0.1,0.333,2.4,4,0.612,0.609,1.3,2,0.667,3.2,3.6,6.8,1.4,0.8,0.9,0.9,2.8,6.3
Sam Hauser,SF,26,BOS,29,3,22.6,3,6.6,0.448,2.4,5.7,0.416,0.6,0.9,0.654,0.628,0.3,0.3,0.8,0.9,2.6,3.4,1,0.5,0.3,0.5,1.5,8.6
Jordan Hawkins,SG,21,NOP,27,9,23.9,3.5,9.2,0.382,2.2,6,0.362,1.3,3.2,0.419,0.5,1.5,1.7,0.87,0.6,2.5,3.1,1.5,0.4,0,0.8,1.7,10.7
Jaxson Hayes,C,23,LAL,28,1,10.6,1.2,1.8,0.66,0,0.1,0,1.2,1.6,0.717,0.66,0.5,1,0.536,0.5,1.4,1.9,0.4,0.2,0.4,0.6,1.9,2.9
Killian Hayes,PG,22,DET,25,21,26.4,3.6,8.6,0.425,0.7,2.4,0.305,2.9,6.2,0.471,0.467,1.1,1.6,0.7,0.4,2.7,3.1,4.4,1,0.6,1.1,1.9,9.1
Gordon Hayward,SF,33,CHO,24,24,32.3,5.7,12,0.471,0.9,2.5,0.373,4.8,9.6,0.496,0.509,2.5,3.3,0.759,1,3.8,4.8,4.6,1.1,0.5,2.1,1.8,14.8
Scoot Henderson,PG,19,POR,19,5,26.1,4,10.9,0.367,0.9,3.8,0.25,3.1,7.1,0.43,0.411,1.8,2.4,0.778,0.7,2,2.7,4.1,0.6,0.2,3.1,3.8,10.8
Taylor Hendricks,PF,20,UTA,10,0,17.2,2.1,5.2,0.404,1,3,0.333,1.1,2.2,0.5,0.5,0.6,0.8,0.75,1.1,1.6,2.7,0.5,0.8,0.6,0.7,1.1,5.8
Tyler Herro,SG,24,MIA,12,12,34.4,8.9,19.4,0.459,3.4,8,0.427,5.5,11.4,0.482,0.547,2.8,3.2,0.868,0.6,4.8,5.3,4.4,1.3,0.1,2.8,1.4,24
Buddy Hield,SF,31,IND,28,16,26.4,4.9,11,0.446,2.9,7.6,0.385,2,3.4,0.585,0.58,0.6,0.8,0.857,0.8,2.5,3.3,2.6,0.9,0.7,1.6,2,13.4
Haywood Highsmith,PF,27,MIA,19,14,21.1,2.3,5.4,0.422,1.1,3.3,0.339,1.2,2.1,0.55,0.525,0.6,0.8,0.75,0.9,1.9,2.8,1.5,1.1,0.6,0.9,2.2,6.3
Nate Hinton,SG,24,HOU,5,0,5.2,0.8,1.8,0.444,0.8,1,0.8,0,0.8,0,0.667,0,0,0,0.4,0.6,1,0.2,0,0,0.2,1,2.4
D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.3,0.4,0.667,0.433,0.1,0.3,0.5,0,0,0,0.7,0.1,0.1,0.1,0.6,2
Aaron Holiday,PG,27,HOU,25,1,18,2.5,5.6,0.453,1.3,3,0.427,1.2,2.6,0.484,0.568,0.6,0.7,0.882,0.3,1.6,1.9,1.6,0.5,0.1,0.6,1.8,6.9
Jrue Holiday,PG,33,BOS,27,27,34.4,5,10.8,0.466,1.9,4.6,0.419,3.1,6.2,0.5,0.555,1.1,1.3,0.857,1.7,5,6.7,4.9,0.9,0.9,2,1.8,13.1
Justin Holiday,SG,34,DEN,17,6,15.3,1.7,3.2,0.527,1.1,2.2,0.474,0.6,1,0.647,0.691,0,0,0,0.2,1.2,1.5,1.2,0.6,0.1,0.3,1.3,4.5
Richaun Holmes,C,30,DAL,15,1,10.8,1.5,3,0.489,0,0,0,1.5,3,0.489,0.489,0.6,1.2,0.5,1.7,2.3,3.9,0.5,0.1,0.4,0.7,1.5,3.5
Chet Holmgren,C,21,OKC,27,27,29.9,6.3,11.9,0.526,1.5,4.1,0.369,4.7,7.8,0.61,0.59,3.2,3.7,0.851,1.7,6.3,8,2.4,0.8,2.7,1.8,2.7,17.2
Jalen Hood-Schifino,SG,20,LAL,5,0,10.4,0.8,3.6,0.222,0.2,1.6,0.125,0.6,2,0.3,0.25,1,2,0.5,0.2,1,1.2,0.8,0,0.2,0.8,1.4,2.8
Al Horford,C,37,BOS,25,10,26.5,2.8,6.1,0.467,1.4,3.9,0.371,1.4,2.2,0.636,0.586,0.4,0.4,1,1.6,5.6,7.1,2.8,0.4,1,0.9,1.7,7.5
Talen Horton-Tucker,PG,23,UTA,28,11,22.9,4.3,10.2,0.416,1.3,3.9,0.339,2.9,6.3,0.463,0.481,1.5,1.9,0.811,0.4,2.3,2.7,4.5,1.1,0.4,1.8,2.2,11.4
Danuel House Jr.,SF,30,PHI,18,0,12,1.2,2.9,0.423,0.6,1.6,0.379,0.6,1.3,0.478,0.529,0.7,1,0.722,0.4,0.8,1.2,0.8,0.3,0.1,0.7,0.8,3.8
Caleb Houstan,SF,21,ORL,19,0,11.2,1.2,2.9,0.4,1,2.7,0.373,0.2,0.2,0.75,0.573,0.4,0.4,1,0.4,1.2,1.5,0.4,0.2,0.1,0.2,0.9,3.7
Jett Howard,SF,20,ORL,8,0,4.3,0.5,1.9,0.267,0.3,1.4,0.182,0.3,0.5,0.5,0.333,0.1,0.3,0.5,0.1,0.4,0.5,0.4,0,0,0.3,0.1,1.4
Kevin Huerter,SG,25,SAC,27,27,25.1,4,9.4,0.431,2,5.7,0.357,2,3.7,0.545,0.54,0.7,0.9,0.783,0.6,3.3,3.9,2.7,0.7,0.3,0.7,2.3,10.8
Jay Huff,C,25,DEN,2,0,1,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1
De'Andre Hunter,SF,26,ATL,24,24,30.3,5.1,11,0.46,1.9,4.8,0.404,3.2,6.3,0.503,0.547,2.8,3.1,0.907,0.6,3.5,4.1,1.4,0.8,0.4,1.5,3,14.9
Bones Hyland,PG,23,LAC,15,2,15.1,2.8,6.9,0.404,1.3,3.7,0.364,1.5,3.3,0.449,0.5,0.7,0.8,0.833,0.1,0.9,1,1.8,0.5,0,1.3,1.5,7.6
Joe Ingles,SF,36,ORL,24,0,18.2,1.6,3.9,0.404,1,2.5,0.407,0.6,1.5,0.4,0.532,0.7,0.8,0.895,0.5,2.3,2.8,3.4,0.8,0.1,0.8,1.5,4.9
Brandon Ingram,SF,26,NOP,27,27,33.5,8.7,17.4,0.501,1.3,4,0.324,7.4,13.4,0.554,0.538,4.4,5.4,0.815,0.6,4.2,4.8,5.3,0.7,0.3,2.7,2.1,23.1
Kyrie Irving,SG,31,DAL,17,17,31.8,8.6,18.2,0.471,2.5,6.6,0.384,6.1,11.6,0.52,0.54,3.3,3.6,0.903,0.6,3.4,3.9,5.2,1.2,0.3,1.4,1.8,23
Jonathan Isaac,PF,26,ORL,21,0,13.6,2.3,5,0.453,0.6,2.2,0.277,1.7,2.8,0.593,0.514,1.2,1.5,0.781,1.1,3,4.1,0.3,0.9,1.2,0.6,1.3,6.4
Jaden Ivey,SG,21,DET,25,9,25,4.4,9.5,0.462,1,3.3,0.301,3.4,6.2,0.548,0.515,2.8,3.5,0.793,0.8,2.4,3.2,3,0.8,0.6,2.1,2.7,12.6
Andre Jackson Jr.,SG,22,MIL,24,5,10.5,1,1.9,0.556,0.5,1,0.44,0.6,0.8,0.7,0.678,0.1,0.2,0.75,0.9,0.9,1.8,1,0.3,0,0.5,1.8,2.7
Gregory Jackson II,PF,19,MEM,4,0,4.8,0.8,2.5,0.3,0.5,1.3,0.4,0.3,1.3,0.2,0.4,0,0,0,0.3,0.5,0.8,0,0.3,0.3,0.3,0.5,2
Isaiah Jackson,C,22,IND,20,1,14.2,3,4.5,0.656,0,0.1,0,3,4.4,0.67,0.656,1.3,1.8,0.694,1.6,2.8,4.4,1,0.6,1.4,0.5,2.9,7.2
Jaren Jackson Jr.,C,24,MEM,28,28,31.3,7.3,15.8,0.463,1.6,5,0.321,5.7,10.8,0.528,0.514,5.2,6.3,0.829,1.5,4.1,5.6,1.6,0.7,1.7,2.1,3.6,21.4
Reggie Jackson,PG,33,DEN,32,14,24.5,5,10.6,0.473,1.5,4,0.372,3.5,6.5,0.536,0.544,1,1.4,0.727,0.3,1.8,2.2,4.4,0.6,0.2,1.6,2.1,12.5
Trayce Jackson-Davis,PF,23,GSW,20,0,10.9,2,3,0.65,0,0,0,2,3,0.65,0.65,1,1.7,0.606,1.5,2.1,3.5,0.9,0.3,0.7,0.6,1.7,4.9
LeBron James,PF,39,LAL,28,28,34.3,9.4,17.4,0.539,2.3,5.5,0.413,7.1,11.9,0.598,0.605,4.3,5.8,0.742,1,6.8,7.8,7.3,1.5,0.7,3.4,1,25.4
Jaime Jaquez Jr.,SF,22,MIA,30,7,28.9,5.3,10.3,0.516,1.1,2.9,0.379,4.2,7.4,0.57,0.57,2,2.3,0.857,1.3,2.6,3.9,2.5,1,0.3,1.6,2.5,13.7
DaQuan Jeffries,SG,26,NYK,10,0,3,0.5,1.2,0.417,0.1,0.5,0.2,0.4,0.7,0.571,0.458,0,0.2,0,0,0.5,0.5,0.2,0,0,0.1,0.2,1.1
Ty Jerome,SG,26,CLE,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,0,0.5,1.5,0,0,0.5,1,2
Isaiah Joe,SG,24,OKC,27,0,20.6,3.1,7.3,0.431,2.3,5.6,0.414,0.8,1.7,0.489,0.591,1,1.2,0.844,0.2,2.2,2.4,1.1,0.8,0.4,0.6,1.2,9.6
Cameron Johnson,PF,27,BRK,22,22,28.6,5.4,11.5,0.466,2.5,6.1,0.4,2.9,5.4,0.542,0.573,1.4,1.7,0.811,1.4,3.5,4.9,2.5,0.8,0.1,1.1,1.9,14.5
Jalen Johnson,SF,22,ATL,15,12,29.9,5.7,9.5,0.594,1.1,2.7,0.425,4.5,6.9,0.66,0.654,1.7,2.2,0.758,1.3,5.9,7.3,2.4,1.1,1,2,2.2,14.1
James Johnson,PF,36,IND,3,0,5.3,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0.3,0.7,1,1.3,0.3,0,0.3,0.7,0.7
Keldon Johnson,SF,24,SAS,27,26,32.7,6.3,13.6,0.466,1.9,5.4,0.347,4.4,8.1,0.545,0.535,2.6,3.5,0.755,1.3,5.1,6.4,3.9,0.9,0.3,1.8,2.4,17.2
Keyontae Johnson,SF,23,OKC,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Jokić,C,28,DEN,31,31,33.7,10.1,18.6,0.541,1.1,3.5,0.321,8.9,15.1,0.592,0.571,5.1,6.3,0.814,3.3,9.1,12.3,9.2,1.2,0.8,2.6,2.7,26.4
Colby Jones,SG,21,SAC,12,0,6.4,1.2,2.6,0.452,0.1,0.7,0.125,1.1,1.9,0.565,0.468,0.2,0.3,0.667,0.6,0.8,1.3,0.2,0.2,0.1,0.3,0.9,2.6
Damian Jones,C,28,CLE,13,0,5.3,0.5,1,0.538,0.1,0.2,0.5,0.5,0.8,0.545,0.577,0.2,0.2,0.667,0.3,0.8,1.1,0.3,0.2,0.2,0.4,0.7,1.3
Derrick Jones Jr.,SF,26,DAL,29,28,25,3.8,7.8,0.48,1.6,4.4,0.367,2.1,3.4,0.626,0.584,1.2,1.7,0.735,1.2,2.3,3.6,1.1,0.8,0.8,0.8,1.7,10.4
Herbert Jones,SF,25,NOP,27,27,29.6,3.7,7.9,0.467,1.1,3.3,0.326,2.6,4.6,0.568,0.535,2.3,2.7,0.863,1.3,2.7,4,2.7,1.5,1,1.3,3.2,10.8
Tre Jones,PG,24,SAS,24,0,23.1,3.2,6.8,0.463,0.6,2.1,0.275,2.6,4.7,0.549,0.506,1.1,1.3,0.844,0.4,2,2.4,4.9,0.8,0.2,1.5,1.2,8
Tyus Jones,PG,27,WAS,28,28,27.6,5.2,9.6,0.537,1.4,3.4,0.426,3.8,6.3,0.597,0.611,0.5,0.7,0.737,0.3,2.8,3,5.4,1.2,0.3,0.8,0.8,12.3
DeAndre Jordan,C,35,DEN,12,1,13.3,1.9,3.3,0.59,0,0,0,1.9,3.3,0.59,0.59,0.9,2.6,0.355,1.8,3,4.8,1,0.3,0.4,0.9,1.7,4.8
Cory Joseph,PG,32,GSW,14,0,10.3,0.6,2.5,0.257,0.3,1.6,0.182,0.4,0.9,0.385,0.314,0.3,0.5,0.571,0.1,0.7,0.9,1.8,0.3,0.1,0.5,0.9,1.9
Nikola Jović,PF,20,MIA,4,1,12,1,3,0.333,0.8,1.8,0.429,0.3,1.3,0.2,0.458,0.8,1,0.75,0.3,5.5,5.8,2.3,0.3,0,1.3,2.3,3.5
Johnny Juzang,SG,22,UTA,1,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luke Kennard,SG,27,MEM,8,0,21.5,2.6,7.3,0.362,2.1,5.8,0.37,0.5,1.5,0.333,0.509,0.9,0.9,1,0.4,2.5,2.9,2,0.6,0.1,0.6,0.5,8.3
Walker Kessler,C,22,UTA,22,12,25.1,4,6.7,0.592,0.1,0.6,0.154,3.9,6.1,0.634,0.599,0.7,1.4,0.516,3.1,5.2,8.3,0.9,0.4,2.7,1.3,2,8.7
Braxton Key,SF,26,DEN,6,0,2.5,0.2,0.8,0.2,0,0.3,0,0.2,0.5,0.333,0.2,0.2,0.3,0.5,0,0.5,0.5,0.8,0,0,0,0.5,0.5
Corey Kispert,SF,24,WAS,27,1,23,3.9,8.6,0.45,2,5.4,0.374,1.8,3.1,0.583,0.569,1.5,2,0.755,0.4,1.9,2.3,1.5,0.4,0.2,1,1.8,11.2
Maxi Kleber,C,32,DAL,5,1,18,0.8,3.2,0.25,0.6,1.8,0.333,0.2,1.4,0.143,0.344,1.2,2,0.6,0.8,3.4,4.2,2,0.2,0.2,0.8,1.6,3.4
Kevin Knox,SF,24,DET,11,2,15.8,2.5,4.9,0.519,1.2,2.6,0.448,1.4,2.3,0.6,0.639,0.5,0.5,0.833,0.5,1.8,2.3,0.5,0.5,0.2,0.8,1.5,6.7
John Konchar,SF,27,MEM,23,2,17.7,1.2,3.3,0.373,0.7,2.2,0.34,0.5,1.1,0.44,0.487,0.3,0.3,0.75,1,3.1,4.2,1.4,0.7,0.7,0.5,1.1,3.4
Furkan Korkmaz,SG,26,PHI,20,0,6.9,0.7,1.8,0.361,0.3,1,0.263,0.4,0.9,0.471,0.431,0.4,0.5,0.778,0.1,0.5,0.5,0.5,0.5,0,0.4,0.5,1.9
Luke Kornet,C,28,BOS,17,0,12.9,1.9,2.5,0.744,0,0,0,1.9,2.5,0.744,0.744,0.6,0.7,0.833,1.5,1.8,3.3,0.6,0.5,0.8,0.4,1.1,4.4
Jonathan Kuminga,PF,21,GSW,29,8,21.7,4.6,9.2,0.504,0.7,2.3,0.309,3.9,6.8,0.571,0.543,2.5,3.8,0.67,1.1,2.7,3.8,1.2,0.6,0.3,1.2,2.3,12.5
Kyle Kuzma,PF,28,WAS,28,28,31.1,8.9,18.9,0.468,2.4,6.5,0.361,6.5,12.4,0.524,0.53,2.9,3.8,0.764,0.9,5.4,6.2,4.2,0.3,0.6,2.5,2,23
Jock Landale,C,28,HOU,17,0,8.9,0.6,1.9,0.333,0.1,0.8,0.154,0.5,1.2,0.45,0.364,0.3,0.4,0.833,0.9,1,1.9,0.6,0.3,0.2,0.5,0.8,1.7
Jake LaRavia,PF,22,MEM,8,0,12.4,1.4,4,0.344,0.4,2.5,0.15,1,1.5,0.667,0.391,0.1,0.3,0.5,0.6,0.8,1.4,0.6,0.1,0,0.5,1.9,3.3
Zach LaVine,SG,28,CHI,18,18,35.3,7.3,16.6,0.443,2.4,7.1,0.336,4.9,9.4,0.524,0.515,3.9,4.6,0.866,0.3,4.6,4.9,3.4,0.9,0.2,2,2.1,21
A.J. Lawson,SG,23,DAL,13,0,9.8,1.7,3.4,0.5,0.5,1.8,0.304,1.2,1.6,0.714,0.58,0.4,0.6,0.625,0.5,0.8,1.2,0.5,0.5,0.1,0.5,0.5,4.3
Saben Lee,PG,24,PHO,5,0,6.2,1.2,3,0.4,0,0.8,0,1.2,2.2,0.545,0.4,0.8,0.8,1,0.6,0.6,1.2,1.4,0.2,0.4,0.2,0.6,3.2
